Filename;Percentage;Score;Run
CT1_1_TIFF;32,1117;3;1
CT1_1_TIFF;42,1412;3;1
CT2_TIFF;18,1515;2;1
CT4_TIFF;74,7616;4;1
CT3_TIFF;37,7033;3;1
CT1_1_TIFF;32,8313;3;1
CT2_TIFF;11,7885;2;1
CT5_TIFF;2,839;1;1
CT4_TIFF;71,1199;4;1
CT3_TIFF;28,1052;3;1
CT4_TIFF;64,6437;4;1
CT3_TIFF;34,7649;3;1
CT5_TIFF;2,2094;1;1
CT2_TIFF;19,5882;2;1
CT5_TIFF;1,6159;1;1
CT1_2_TIFF;49,2474;3;1
CT1_2_TIFF;42,3812;3;1
CT1_2_TIFF;51,9843;3;1
